content,location_traffic_convenience
"""唐宴西柚火锅在宝龙后门，水系街的西头，门面看着挺时尚的。店里装修感觉上档次。我们吃的鸳鸯锅，不辣的汤里还有很多柚子在飘着，这应该就是人家的特色了！我们两个人吃，就没点多少菜。感觉火锅味道不错的，再说说调料，觉得人家的调料真是新品并且质量很好，我是个重口味的人，吃火锅不管那个店喜欢放醋和朝天小辣椒。别家是吃着吃着就没味了！但是唐宴西柚的火锅调料，越吃越辣，超级过瘾。很赞。有空我还会来吃，最近在打折，不错的，火锅迷们赶紧来吃吧""",0
"""最近好不容易休息了一阵，刚好去拔草之前垂涎已久的美食，这家肥肠算是资深老店了，几个朋友都推荐过，一直碍于住在东门，距离太远没有来吃过；刚好今天朋友说起想吃肥肠，立刻想到这家，直接开车过来的
【位置】大的方位还是很好找，就在南门的传统美食聚集地肖家河，跟着导航走转两个路口就到了，门口就有停车位，就是停车费略贵，停了不到半个小时收了8元；
【环境】店面不大，里边总共才七八张桌子，典型的苍蝇馆子的环境，地面全是油渍，我作为吃货本来就是奔着美食来的，环境真的不在乎哈
【菜品】按照点评上网友的推荐，首选了｛烧肥肠｝分量真的有点小，但是价格10元也不贵，味道还是相当不错，烧的很软很香很入味，反正是我的菜，基本上一盘都被我解决了；｛豆花肥肠｝分量真的够大，就是稍油了些，我简直是大爱，用它伴着饭吃，简直是绝配，里边的肥肠味道也很棒，豆花很嫩，我们两个人剩了很多；｛骨头汤｝真的分量好扎实啊，里边好大块的冬瓜，还有一块大骨头，搭配着肥肠的油腻，还是很不错；｛小菜｝素菜拼盘真的超值，才5元钱，拼的满满的一盘，简直让我不敢相信，综合来讲这家绝对是肥肠爱好者的福音，整体性价比真的好高，两个男生吃的很撑，都还不到50，真的大爱！""",0
"""这是世茂新开的雪冰店，之前就非常期待，开业以后马上火速品尝，小店装修的很有韩式的风格，进店扫码就送韩国进口面膜，真是非常贴心。雪冰种类非常多，有芒果的，蜜瓜的，红豆的，种类繁多，每一种看上去都好好吃，最后选择的红豆牛奶冰。上面铺了满满一层红豆，地下还有花生碎，冰做的非常细，还有牛奶的浓郁香味，简直太好吃了。我觉得这里应该是济南做的最好吃的冰品店，可能价格有点小贵，但是味道绝对超级棒！下次很想再尝尝他们家的芒果冰，看上去好诱人啊！""",0
"""今天是我的生日，和好姐妹一起来这边吃饭，因为出发的时间有点完，到了店已经快要打烊了，就抓紧时间点菜，因为也是从事餐饮行业，也特别理解想抓紧时间下班的心情。菜上的特别快，冷菜点了3个，以为花生米只有一点，没想到很大一份，没吃了，而且很好吃！鸡爪是冷得，卤味嘛。没关系的，肉质很硬，好吃，萝卜很酸，开胃效果不错。热菜上的很快，糖醋排骨卖光了，所以点了糖醋里脊。比学习的好吃。量足，好吃。鱼羊鲜听说是必点，小妹吃的很开心，我感觉一般般，偏辣。日本豆腐好吃，很开心的一天，超级实惠的餐厅，并且服务很棒。服务员很和气，也很客气。服务很棒，给你们点个赞。有机会回杭州，还会来吃的。""",0
"""挺久以前和朋友来过一次，印象不深，不算传统港式茶餐厅属于混搭风各种菜式都有一点的，就像港丽那种的，环境么依旧吵吵闹闹的。这次在附近上课顺便来解决午饭。饭点人很多不过正好有空位，一个人就点了一份粥一个蒸点一杯饮料。我想说上菜速度真心的慢慢慢好嘛！中间催了好几回了，也不是什么有难度的菜肴，到3个东西全部上齐都过了大半小时。味道么也就普普通通没什么亮点。艇仔粥的料还算有一点的貌似比别家艇仔粥多了点海鲜，其实也就2虾球嘿嘿。其他so so。价格来说比较适中。有时间比较悠闲的可以来喝个下午茶，目前有88折活动。不知道中午工作餐速度如何，也是这种效率的话真要捉急了。。。""",0
"""少那一颗星是给宜家买的骨碟，和水迹没擦的餐具。先说环境：整体感觉不错，店内相对安静，放的法国香颂，对比外面的人潮这里感觉挺放松的。再说菜品：因为苏州没有吃到过好吃的咖喱蟹，所以放弃了，点了青咖喱牛腩，很惊喜，椰浆的味道没有太浓郁而超过咖喱，牛腩有筋且很新鲜（就是我喜欢的牛肉的口感），算是苏州吃过最好吃的咖喱牛腩，唯一遗憾的是没有米饭！！！因为上火没点冬阴功，点了椰汁木瓜鸡汤，也是惊喜的好喝，椰浆的味道没过。海鲜虾酱炒饭，服务员特别强调他们用的是糙米，配料很新鲜，有生蚝、虾、鱿鱼，特别强调鱿鱼不是那种冰箱久置，生硬的味道，咬感特别好。香兰叶椰汁西米糕，一般般了，但不是难吃的那种。最后特别强调：咖喱里面有泰国原茄和泰国幼茄。不知道去百度吧，不赘述。""",0
"""老酒鬼
       位于大生里公车站附近的一家卤味店，就在大同鸭肉粥旁边。貌似开了好几年了，是一对夫妻在经营。今天去买卤味，仔细看了下透明提袋子才知道原来这家店还有好多家分店啊，仔细一数居然有12家，海沧、杏林、集美都有分店??老板应该都不一样吧？据说他们家的卤料是以数十种名贵中药采用传统秘法精烹卤制而成的，绝不含香精、色素和添加剂??现在店里好像都这么写呢??谁知道呢？感觉他家东西普遍偏咸，当天晚上吃完肯定要喝很多很多水，然后第二天起来就会变成泡肿眼，恶性循环啊??以前经常去买鸡爪子，自从知道女生不要多吃鸡爪子，然后再加上会变成泡肿眼就渐渐比较少去买了??
       卤鸭一斤28，卤鸡一只30，鸡爪、鸡翅、鸭爪、鸭翅、翅尖、猪头皮都是一斤28，猪心猪舌和猪小肚都是一斤50略贵。所以一颗猪心要20+到30，但是他家猪心还蛮好吃的，软韧适中，卤的还蛮香的～～
鸭脖子一条是5块钱，便宜就是偏咸啊啊??卤笋干一斤12，后悔买了，有点怪味道，卤的不是很好啊！卤蛋和鸭肝都是1.5一个，卤蛋就不说了，但是鸭肝确实好吃哦！很厚实这个还不会太咸。推荐～还有卤花生，一斤12确实适合下酒啊哈！鸡爪子其实还蛮好吃的，不会卤制的太烂那种，太烂的鸡爪不好吃，就是很适中的口味。他家鸡爪子比真真的好吃，真真的鸡翅膀好吃。他家的翅膀太硬了！又咸！对了，他家还有一种自制的酱油辣酱还不错，但是如果你拿来沾他家的卤味的话你晚上要喝一晚上水到天亮了??""",1
"""在星美看完电影，边逛边想晚饭哪里解决，看见鹿港小镇，就进来次咯。5点的时候人还不多，不用排队就能进去了。点了4个菜，三杯鸡：很入味，我看看几乎每桌必点啊，确实是不错，而且给的都是腿肉或者是中翅；菠萝炒饭：也是必点菜品，与其他店里的菠萝炒饭相比多了点腰果和肉松，菠萝切成丁状，伴着饭味道不错噢；臭豆腐：端上来很大一盆，2个人绝对吃不掉的，给的伴酱超好吃，臭豆腐本身是无味的，蘸酱就味道棒棒的；蛋黄四季豆：四季豆切成丁，和蛋黄一起炒，不过蛋黄较少，而且蛋白也放着一起炒了，一勺入嘴，味道淡淡的，夹着蛋黄，还可以噢；最后我们还叫了一壶果茶，好喝又健康营养，可以免费续杯，等我们吃完外面已经排队咯，总体不错。""",0
"""這個月聚餐會聽了某同學推薦，選在了96廣場的「金燒肉」。地處地鐵世紀大道站，交通灰常便利。

這家店主打日式烤肉。所以點菜的時候直奔主題，選了牛舌、牛小排、板腱、牛肋條。沒想到牛肉品質相當好。非常嫩，入口即化。牛肋條咬在嘴裡汁水四濺。贊！配上生啤真是沒有話說！日式烤肉吃到現在這家牛肉品質算是數一數二的。不旺千里迢迢趕來吃這一場。追求口味的可以來嚐嚐。另外服務也不錯，老闆還很熱情的送了份芥末章魚。還可以讓服務員幫忙烤肉哦。

店裡可上i-shanghai，可拉卡。推薦！""",1
"""菜和服务都跟上次没得比，菜味道普通，服务真是很差，让点单一个女服务员站在我们斜后方背对着我们说就这样点吧，几步路都不愿走过来点单，真是头一次碰到，她旁边的男服务员都说点单你要过去点，这女的照样不动，我们说她你过来点单她才走几步，开始点单我们就正常声音她说听不到，我就火了我说听不到你就过来点，没见到过点个单还离开几步远的。后来旁边半包房也对服务有意见，直接说服务员不要木头样的站着不动，让催单不催让拿东西不拿，真是和上次天壤之别，这种服务没下次了，等着关门吧！""",0
"""周末中午过来体会茶点。虾饺用料实在，都是整只的虾，味道鲜美；杨枝甘露中规中矩，无特别之处；烧鹅味道很好；烧猪腩肉类似港式烤乳猪肉，看着量不大，肥瘦相间，皮脆，肉烂，好吃；叉烧包中馅料很多的；还有腐皮卷、鲍汁凤爪、煎饺等都很好吃。另外，点了两人份煲仔饭，98元，真心不推荐，几片腊肠、腊肉等，料少饭多多，性价比实在低。环境一般，餐厅光线偏暗，座位安排挤，有服务费和茶位费，价格不低。总之，与利苑比较，点心口味上稍逊，价格相差不多；菜品比利苑便宜！在京还算不错的港味餐厅。""",0
"""崇善米粉是桂林的老品牌了！团购的这家是总店了，位置很好找，就在正阳步行街依仁路钟楼旁边，每次去都有很多人，可见生意真的不错！早上去的话他们那里还有包子买，味道不错哦，很大一个也才一块钱！她们店什么吃的都很齐全，有粥有糖水有小吃，中午还有饭，各种搭配任君选择！价格也不是很贵！感觉一般大部分客人都是游客！店里也有包装好的桂林米粉和带桂林特色的土特产卖！我那时是大牌立减买的，2.9元钱不仅有一份二两米粉还配了一个卤蛋，其它的就是豆浆腐竹油条任选一样！超值超值超划算！个人可是屯了很多，呵呵！会一直支持的！赞！""",0
"""龙之梦已经没什么店可以拔草了 乘了直达到7楼 看到这个新开的 而且在朋友圈看有人去 感觉还不错 就想进去试下 在入口左手边是先付钱买票
入口处像闸机一样的设置 凭票进入
自助式的火锅 还有各式油炸 刺身等种类 但是东西并不是很多 而且刺身一般般 口感不好
限时用餐2小时 基本上都是一进去之后就开始各种拿盘子夹东西
用了大众的优惠 晚餐89一人 感觉真的没什么东西吃
性价比不高 有些盘子就剩下点配菜了也没人更换
下次不会去吃""",0
"""我是不大想为了美心集团排队的，但我有个别女同学喜欢去一些热门店来获得说出“哦那里我也去过的不排队啊也不怎么好吃“的底气，所以看完电影走了几里地居然晚上九点半跑来吃鲜果拿破仑了。这个点确实不排队。

想到拿破仑还是起腻，但菜单上一碗粥都没有。于是加点了一份雪糕杨枝甘露。杨枝甘露就是不至于太清淡又爽口的甜。拿破仑是谁都学得会的好，甚至没有杨枝甘露甜，酥皮略有点油耗气，好在猕猴桃哈密瓜之类满载的水果丁都还新鲜又不夺味，我觉得比较适合过生日又不爱吃蛋糕的人。

茶很一般，餐具略美，对于快要关门还冲进店里来作的客人，服务态度也算得上殷切了。嗯，实际上是一家南方人家做寿招待客人的时候小包厢点菜吃饭的合家欢饭店吧，被魔都人民玩坏了。""",0
"""富雅菜馆也算是很有名气的菜馆了，沈阳城里好多分店，之前没去过，这次正好来尝尝。

装修还是不错的，很有江南的温婉感觉。很喜欢他家的餐具，也都是那种透着淡淡的古色气息的。

服务人员还算勤快，但是如果是饭口人多有点嘈杂。

东坡酒香肉是招牌菜必须试试。首先那个小罐就很喜欢，量也很大。肉块是大块大块的，色泽红润很讨喜欢。吃到嘴里一点不腻，还有股淡淡酒香气，肉软糯酥烂但是形态却还是完整的。真的事色香味都不错的一道菜，推荐。

北极贝笋丝 真的很清爽的一道菜，北极贝也是切成丝和笋丝在一起，既清脆又鲜美。

西红柿炖牛腩 也算是蛮不错的一道，牛腩很软，汤汁有番茄酸酸的味道，不错，挺喜欢这样的味道的。""",0
"""雅安张记木桶鱼在通宝天际名店二楼，坐1路，14路，88路车都可以到达，交通便利，停车方便，记着吃饭后到前台领张停车票就可以免费停车。还是听朋友说的这家的鱼很好吃，今天就和老公一起来品尝。店里环境很好，干净卫生，放着音乐。点的是草鱼，刺少点，鱼肉鲜美可口，汤也很好喝，一吃就知道是刚杀的鱼，服务员很热情，一会是加汤，一会是调火候，脸上都带着笑容，很亲切。小料是自己调配的，吃完鱼，可以吃各种菜和菌类，都好吃。老板还送了水果，还品尝了店里还未上的豆浆，非常好喝。看到服务员手中飞舞的手工条，真佩服她们。总的来说，两人套餐88元，吃的美美的，饱饱的，太实惠了。都和老公说好了，下次我们叫朋友一起来这里吃鱼。呵呵""",1
"""这次是在恒隆广场的六楼这里买的，一盒十个，名店抢购的时候买的才16。感觉挺便宜的hy，不过店里也有活动：满三十送三十。和店里没确实是，也差不多。

位置比较好找就不多说了，但是这个味道感觉一般般，主要是皮好厚还好硬，都不知道是放了多久了！是不是前天剩的放冰箱里，今天有拿出来买的，之前在世茂吃的还挺好的，所以这次买了一盒，不过是真心失望了，不会再去！
所以只点评里面的馅吧，皮子是不想说什么了。
【肉松泡芙】上面是一层肉松，里面就是奶油了，一开始还因为里面也是肉松呢哈哈。☆☆☆☆

【抹茶红豆泡芙】有点苦啊，其他还好吧，挺清爽的口感。☆☆☆

【黄桃泡芙】第一次吃就特别喜欢的，平时吃桃都是拒绝的，都是黄桃泡芙还是忍不住多吃一个哈哈。☆☆☆☆

【香蕉泡芙】闻起来挺有香蕉的感觉，是香蕉牛奶的感觉。不过吃起来感觉，是香蕉吗？☆☆☆☆

【原味泡芙】挺好的，怎么多选择，原味才是经典。☆☆☆☆

【奥利奥泡芙】对于不喜欢奥利奥的人来说，果断把他发给了舍友，舍友是说挺好吃的还，上面有有小块的奥利奥饼干。☆☆☆ 

没有座位，和世茂广场那家还不一样，那家挺大的，有可以休息的地方，恒隆广场这里是，在电影院的附近，没有座位就是一个门头的，服务态度一般般，反正是不会再去了o(︶^︶)o""",0
"""正值国庆小长假有幸抽中大众点评味藏日本料理免费试吃体验活动活动！真的很感谢商家和大众点评提供这样的机会，之前有3张园博会的票一家3口逛完园博会正好去吃，昨天预约好今天3号去电话中商家很热情，我们在长港路新湾2路做336路直达园博园东路到了之后就看见汉口里了，上午逛完园博园后直抵这家日式料理，地方很好找啊进去告知是大众霸王餐的服务员很熟练的带至3楼，是日式榻榻米样式的套间需要脱鞋，商家很人性化的准备了拖鞋使用赞一个哈。。坐下后很快就上餐了，小刺身三文鱼肉很嫩，亲子炒饭和寿司卷很适合小孩吃很不错！菠菜沙拉也很不错，烤小羊排要是再烤焦点就好了，因为边边上还有一块肥油哈哈看见不敢吃啊，煎秋刀鱼很焦蘸着味碟吃很好吃，老婆和5岁的女儿最喜欢吃铁板土豆了，很化很入味！由于以前没吃过日本料理这次是第一次感觉很不错，之后有机会还要再来，呵呵。。。""",0
"""老渔夫就在家附近，已经开帮衬过好多次了，店铺在路边很好找，地方不大，但有两层，装修简简单单的，但是干干净净的，不过大家上二楼要小心，楼梯很窄。无骨酸菜鱼和香辣田鸡一直是最爱，小炒肉和烤鱼味道也很好，香辣田鸡和烤鱼分量很大，一盘两个人吃足够，要是晚上8点后有的菜还有特价还有特价，好像无骨酸菜鱼原价48元的才卖28元，今晚又来了不过发生一个小插曲，点的生炒菜心居然一点没炒过，菜没油，连炒菜的肥肉全都是白白的，一看就知道只用水灼熟，不知厨师怎么了，马上就像掌柜反应，掌柜很好人马上说再做一个，不一会就上了一个正中的生炒菜心，服务态度那么好，下次还会继续来帮衬的，给好评！""",0
"""高大上呀高大上 从雍和宫出来就看见了 一看就气度非凡 装修冒着仙气 坐下也不敢点贵的 就随便点了两个尝尝 是做素斋的 有个黄色的豆腐叫个啥忘了 很好吃很好吃 就是大家都推荐的那个 里面还有陷 很久以来都没有什么菜我吃嘴里由衷赞叹好吃的 但这个豆腐感觉真的非常好 既有豆腐的软嫩 又有馅料的鲜香 简直了 不过钱也好 把钱也花没了 哈哈哈
临走还让我们写了留言 哈哈 不好意思的 我这没文化的还编不出啥来假装写了一句 还有可以挑选的印章可以拓 喜欢哪个印哪个""",0
"""金街上有两家雅米家，一家卖烤肉，一家卖火锅。卖火锅这家店就在无印良品对面。
团购了一个炒鸡排套餐。
炒鸡排，炒好了端上来的，分量还挺足，鸡肉虽然不够嫩但是还蛮多的。味道还不错，但就是加了鸡肉的炒年糕，和韩国现炒的炒鸡完全不是一个东西。
美乃滋金枪鱼饭团，虽然味道很淡，但是挺香的。
自制酸奶，底部一层蓝莓酱，中间原味酸奶，顶部放一片奥利奥，味道还不错。
果蔬沙拉，蛮坑的，拌的千岛酱也非常少。
总体来说他家的东西味道中规中矩，团购很划算。服务不周到，送的冰淇淋不上就算了，连水都不倒。""",0
"""这次的霸王餐中奖率极高呀~ 
特意选了家离地铁站近的，找到这家店的时候发现是真的特别近，就在2号线龙阳路地铁站2号出口出来上电梯到3楼往前一直走就是的，他家旁边有好几家火锅店，唯独他家生意最好。
服务员很热情，但是因为人太多，让服务员帮忙拿个水壶来，我们自己倒水喝，结果一直没拿到，有点尴尬，不过问题不大，能理解
本来想要清汤锅的，但是老公想吃辣的，于是要了鸳鸯锅，吃了几口就后悔了，辣的锅底不怎么样，从锅底看起来像是豆瓣酱混炒的底料，味道不太好，和任意一家川味火锅店没法比，以后还是老实点吃清汤锅好了，潮汕锅还是原味的更合适。
【双丸拼盘】新鲜手打牛肉丸没了，点了双丸拼盘（爆浆牛筋丸、手打牛肉丸），丸子口感都不错，很有弹性。相比之下，牛筋丸更好吃点，真的会爆汁，更鲜一些
【嫩肉】嫩肉相对别家来说便宜点，份量也不少。涮8秒左右蘸着自己特配的酱料，很鲜嫩
【胸口朥】朥是潮州话的脂肪的意思。它指牛胸口一层肥肉,一整块米黄色的脂肪切成薄片，在汤里一涮就能吃，口感爽脆弹牙，如果觉得太油腻的话，可以蘸些醋解油腻。胸口朥牛香味很足，喜欢的可以试试
【鲜毛肚】毛肚份量比较少，切的很细碎，烫完基本都没了，还是喜欢大片的那种口感好
最可惜的是：潮汕锅竟然没有西洋菜，不开心""",1
"""领导请客，挑了公司附近这家新开的，一进店就被门口吊着的热气牛肉惊呆了，坐下点单，同事点了一点，剩下的去拿调料，这调料摆放的位置也是醉了，就几样，只有花生酱，没有腐乳汁，问一个服务员回答更醉，吃牛肉不需要过多的调料。。结果。。明明再往里面走一点还有一大圈的调料摆放桌，什么都有，曾心醉了，拿了碗麻油加耗油，一碗酱油，接着就各种热气牛肉上桌了，盘子上都有标肉的品种，有些特意标明，烫8秒即可，再烫多就老了，整个牛肉主打的肉里面，其他牛肉吃着感觉也就这样，最惊艳的是手工牛肉丸，我们吃完一盘忍不住又叫了一盘，特别有弹性，就像周星驰版的食神里面演的一样，可以打乒乓，而且能爆汁出来，特别香，特别鲜美！！！绝对推荐，而且看视频，这完全是要靠人工不停敲打，把筋挑掉才做出来的，本来以为很贵，一看才38一盆，绝对划算！！而且关键吃牛肉不会胖，给赞！！""",0
"""口味是不错的，但是可惜的是，就没有凉的饮品，木瓜炖奶，真的是热的，我一直以为是凉的，而且真的是很烫啊，其他的菜还不错。
环境嘛，地方很小，桌子也不多，好在是，主要是甜点，所以吃的快，桌子的轮替还是比较快的，尤其是1人或是2人的小桌，速度还是可以的。
至于服务嘛，我觉得服务员之间，可以不要相互打架吗？怎么感觉一个个彼此之间都气冲冲的呢？不和谐，好在对待顾客嘛，态度似乎还可以，勉强过得去嘛。
菜系中还是增加一点凉的饮食吧，吃完了，我还要去商场里面找其他的吃的，降温。
""",0
"""小尾羊是家老店了，天冷了就特别想吃火锅。这里比较近。位置显眼好找，正对着康复路就是。店内环境很好，高大上的感觉，包间也不错。服务特别好，点菜太多服务员还让你去掉一些，就这样还没吃完，真是败家。推荐他家的乌鸡卷，鲜美！女性朋友可以多吃。还有一款鸡爪小咸菜也特别好吃！羊蝎子没觉得多好吃。鸭头也没觉得多好吃。还有一个绿色毛肚，下锅7秒马上捞，脆，嫩，非常好吃。肉类我觉得还蛮实惠，但是菜类分量就好少了。对了，包间内有按铃，不用出去喊服务员。真是贴心设计。卫生间还有纸！！！细节有很多做的不错。""",0
"""这家星巴克位置比较隐蔽，简直不符合他们一贯开在热闹商圈的style。
所以这里人也相对比较少的，不像海岸城那家--就像进到了火车站的候车厅。
收银处也把各大银行积分怎么换饮料所需要的积分数写得明明白白的。
店员也是笑容满满的。
早上拿了星享卡来换饮料。
因为不喜欢喝咖啡，所以我只看所有不含咖啡的饮料。
本来是想换黑加仑茶的，但是，看到芒果西番莲星冰乐这么华丽的名字。
西番莲是什么鬼。好想知道好像知道~~~
好奇心作祟，犹豫再三，就点了
酸酸的，冰冰的。
喝几口才发觉原来西番莲就是百香果啊！
换了个洋气的名字我都不认识了！
早知是百香果我肯定就点黑加仑茶了。""",0
"""非常糟糕的一次用餐。和朋友逛吾悦随便进了饭店，感觉环境都不错。没想到糟糕的经历开始了，18:09下单后锅底很快端上来，但大份的鸡肉迟迟没端上来，锅里只有椰子汤和6粒荸荠。在经历了多次沸腾，催促了n次也没见成效，LZ失望极了，告知服务员2min内不上菜我们换地方吃，鸡肉这才端上来，此时已经18:30。锅底吃的差不多通知服务员上肥牛和素菜，又是经过多次催促。中间还漏上了芝士年糕。后厨居然还说上过了，我当时真是无语。餐后水果也是千呼万唤始出来。
该餐厅茶位费6元一人，说到底就是一桌一壶菊花茶，一人一块水发湿纸巾，居然要六块一人，感觉性价比很低。而且这里面不是一人一份水果，而是一小盘（大约10片西瓜，3片火龙果和小番茄）。鸡肉肉质偏硬，5min根本烧不烂。5个人总共消费305，虽然不多，但感觉不值。
收银人员明显是新手，光我一人就花了大约五分钟。为了节约时间我出示二维码，对方扫完了还要用笔再抄一遍。期间和别的和客人聊天也发现菜品不全，有的菜没有，还有上错菜的。
整个店服务相当糟糕。我坐在出菜口边的位置，服务员不是有序取菜，而是一窝蜂地抢菜。我这一桌的服务员就没见到几次。服务员解释今天刚开业，还有点乱。我说你这不是有点乱，是很乱，而且还不是在爆满的情况下。这家店如果想长久开下去，服务上需要改进的地方太多了。至少我是不会再去了。""",0
"""朗慕咖啡最佳年度温馨浪漫餐厅没有之一。朋友带我来的，首先我应该感谢是我的朋友，阿里噶多！！介绍一下餐厅，位置位于唐延路与科技五路交汇处class公馆B座公馆一楼，地理位置优越，且停车方便，不属于闹市，去的是时候感觉那边的环境很适合生活，安静优雅。刚开始看的这个名字的时候觉得很上档次这个名字我也是喜欢至极。怀着更期待的心去走进这家餐厅，进来的第一感觉装修风格欧式，高大上，大大小小的咖啡店也去过不少像朗慕这样的西餐厅还是第一次，接下来服务的小哥也是非常的热情，是那种你能贴心感受到的。细心的服务员询问我是否抽烟，如若抽烟就远在那边可以抽烟的座位真是服务太贴心，接下来说菜品，我要的是一个黑椒意面，意面的口感不错，黑椒跟洋葱的的完美搭配感觉也极好，回想吃的那一会，真是美味极了。饮品我要的是一个草莓酸奶，从色上面看厨师的细心程度，精致，两个字处女座的挑剔也觉得完美，推荐一下草莓酸奶，器皿用的是木质的碗勺，显得很上档次，绝对符合一个处女座对事物完美的追求。酸奶里面的柠檬口味很棒，只觉得一勺酸奶酸中带甜，假如刚好有一片柠檬一起吃的话，那个味道刺激你的味蕾真是棒极了。接下来就是那个鲷鱼盘中左边是乳酪，右边是土豆泥，鱼肉很嫩脂肪很少，推荐女士可以品尝。不仅美容养颜还不会长胖。鸡翅的口味也是很棒我就不多评论了，给我一百只鸡翅我可以吃完，大家明白了吧。来到朗慕这才是餐厅，其他地方都只能叫做吃饭的地方。介绍下布局吧，有休闲区，有商务办公区，可以提供一个十个位置的会议办公另外还有情侣区，私密温馨，给广大男士更多选择。还有儿童区，小孩子过生日的话可以去儿童区很欢乐装修的也是非常棒，而且还提供给广大社会创业青年办公的场所也就是你只用点一杯咖啡花不到二十块钱就可以在哪里办公，非常好。咖啡厅有个木马，女孩子喜欢拍照的话可以去哪里拍，很唯美。最重要的一点是餐厅播放的音乐很符合我的品味，好多首歌曲都是我最近在听的歌，感觉很舒服。下次带女孩过来。约会最佳场所赞一个。朗慕最棒！！""",1
"""恩来顺是老字号，恩来顺(二马路店)地理位置很好，经常和几个朋友来这里小聚呢，
锅底是清汤，里面有很多葱等调料，菜品种类齐全，羊肉的味道简直太棒了，口感很好，
尤其是手切羊肉，开锅就烂，入味啊~水爆肚的味道更是美味，入锅就烂，蘸着小料，吃的很爽啊~
他家的秘制小料味道很好，每次都要吃2碗呢。顺便说，甜蒜特别好吃呢，每次也是必点的，
还有蔬菜非常新鲜，宽粉也好吃，清洗的很干净，冻豆腐味道也是蛮好的，
如果是冬天，这家经常排队，人气超旺啊，喜欢这里。。。
如果是几个朋友小聚，这里是最佳的选择，推荐一下。""",0
"""小时候家住安定门，一直都特别爱来馅老满，后来东四的，亚运村店也都吃过，但是还是喜欢安定门店，感觉更地道。
【地点】就在安定门大街上，马路东侧，离方家胡同不远，顺着街走就能看到大招牌。
【环境和服务】店面环境还可以，就是店面不是很大，稍微有点拥挤，饭点来永远要等位，但是好在翻台快，可以先拿着点餐单看看，勾画好，上桌就提交，上菜还是蛮快的。
【菜品】馅老满的饺子不愧是号称最好吃的饺子，一直不怎么爱吃饺子的我，都觉得好吃。饺子里面最爱的还是老满饺子，鲅鱼韭菜饺子。所有的饺子都是一两5个，2两起卖。
#老满饺子#每次来必点，薄皮大馅，肉三鲜，猪肉，韭菜，大虾仁，料足，汁多。
#鲅鱼韭菜饺子#原来一直没怎么吃过鱼馅的，怕腥，这次来老满尝了尝，好像是12元一两，不比老满饺子难吃，很鲜，不腥，依旧是超大个，汁足，好吃。
#麻豆腐#一般喜欢素油麻豆腐，北京人挺爱的，配上黄豆或者青豆，香。
#炸灌肠#依旧是北京人的一道菜，馅老满的切的比较薄，外焦里嫩，蒜汁给的很多，汁少，蒜多，趁热吃好吃的不得了。
#乾隆白菜#很爱很开胃的一道凉菜，白菜心包裹着麻酱，配上醋和糖，酸酸甜甜很好吃，这道菜光盘行动了。
总体来说，想吃饺子一般还是先首选馅老满，很北京的一个餐馆，服务也很好，只是桌上说的主动给发票的这事，这次没看到啊，依然行业潜规则，不开发票送饮料，哈哈。""",0
"""如果你也喜欢安静的咖啡馆

家庭咖啡馆，真心长草许久，在一个下雨的周末，想寻觅一个安静的地方，脑海中显示出来的第一家就是家庭咖啡馆，于是欣然前往~

【环境】
坐落在一个居民楼里面的咖啡馆，其实倒也不难寻找，跟着地图，顺利来到了这里。一进门，瞬间惊喜，是我喜欢的风格~！书柜，猫咪，窗户，庭院，小巧而精致的物件，都是会让人心动的东西~太喜欢了，真心，太喜欢！一直以来，自己也想开一家这样的咖啡店，不用喧嚣，自由就好~

窗边的位置是我很喜欢的，而且能够听雨声，猫咪就在身边慵懒的休息，自己看看书，写写东西，真心挺好。忙碌的生活总是需要一丝宁静。

【焦糖玛奇朵】
好吧，我真的超爱的咖啡品种就是焦糖玛奇朵，走到哪里都要的这个。家庭咖啡馆的咖啡均价不贵，大多25--30左右，焦糖玛奇朵25元，不贵。味道也还不错，咖啡豆还可以，甜度刚好适中，挺喜欢的。觉得性价比挺高的，(づ￣3￣)づ╭?～其他的咖啡下次再来试试，嘿嘿！

由于当时肚子很撑，木有要芝士蛋糕，不过下次也可以来吃，这样就又有借口来这里啦！~\(≧▽≦)/~

总体来说，很喜欢家庭咖啡馆，觉得呆在这里很舒服，什么都不用考虑太多，闲适就好！而且这里人不多，很是安静，喜欢~！

""",0
"""首先地点很好找，万达三楼尽头。地下停车场停车很方便。其次，餐厅环境也不错，中间隔断的书架让这里顿时显得安静不少。座位有长沙发，比较舒服。小桌适合两人或者四人吃饭。最重要的是菜价不算贵，拿铁板土豆来说，不到二十元的价格，比一般豆蔻电影、外婆家之类的便宜不少，最喜欢的菜是千叶豆腐汤，豆腐跟滑嫩但不失些许韧性，伴着些许脆脆的生菜，营养又好吃，里面的汤尤其好喝，据说是鲫鱼汤，清淡的美味。尝了四个菜，菜的口味儿总体偏咸辣，适合重口味的小伙伴们。但也有清淡的菜。吃饭时还见到了老板，是个帅帅的儒商类型。服务态度也好，上菜很及时，据说有统筹安排的妙计。水果、饮料和米饭是免费自助的，赞。""",0
